activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,2,1,2,2,2,55000.0,12.195,6.500,0.120,2,0.00,NA,0.00,,,240,NA,NA,2,2,2,2,415000,1,1,3,5,2,NA,23,42,11,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,7,,,,,10,,,,4367,97.07,65300,63,583,883,38
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,55000.0,78.631,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,133,30%-<36%,11,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,7,,,,,3,,,,3982,78.53,65300,211,969,1151,32
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,2,2,65000.0,65.290,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,172,43,11,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,7,,,,,4,,,,6714,88.64,65300,114,1056,1892,41
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011903,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,5,0,2,1,2,2,2,2,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,310,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,7,,,,,10,,,,5400,97.35,65300,140,857,1398,0
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011903,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,3,0,2,1,2,2,2,2,2,55000.0,33.401,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,250,<20%,9,9,3,,,,,1,11,,,,2,2,6,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,7,,,,,9,,,,5400,97.35,65300,140,857,1398,0
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,4,2,2,2,2,45000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,106,NA,9,9,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,7,,,,,10,,,,6362,87.25,65300,165,803,1653,21
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,0,2,1,4,2,2,2,2,45000.0,80.000,9.200,3.170,2,0.00,NA,0.00,,,240,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,141,40,11,10,11,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,7,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011903,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,105000.0,80.369,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,97,44,11,10,1,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,NA,1,1,7,,,,,4,,,,5400,97.35,65300,140,857,1398,0
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,4,2,2,2,2,35000.0,71.708,NA,NA,3,NA,NA,NA,NA,NA,72,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,145,20%-<30%,11,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,7,,,,,4,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,3,0,2,1,4,2,2,2,2,65000.0,85.297,NA,NA,3,NA,NA,NA,NA,NA,84,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,116,50%-60%,11,11,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,7,,,,,4,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,0,2,1,4,2,2,2,2,125000.0,80.000,9.450,3.000,2,0.00,NA,0.00,,,240,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,117,46,11,11,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,55-64,65-74,No,Yes,1,1,7,,,,,10,,,,6714,88.64,65300,114,1056,1892,41
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,2,2,105000.0,70.164,NA,NA,3,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,147,>60%,11,11,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,7,,,,,3,,,,7985,79.7,65300,166,1364,1857,32
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,65000.0,51.055,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,78,47,11,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,7,,,,,4,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,3,0,2,1,1,2,2,2,2,35000.0,60.372,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,85,50%-60%,11,11,1,11,,,,1,11,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,7,,,,,3,,,,8254,87.28,65300,160,1314,2115,18
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,1,1,2,2,2,435000.0,NA,6.250,NA,2,21834.32,NA,9970.06,,242.46,360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6362,87.25,65300,165,803,1653,21
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,4,1,1,2,2,2,335000.0,NA,2.500,NA,2,13473.13,NA,7085.29,,25.00,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,4,1,1,2,2,2,275000.0,NA,2.625,NA,2,12049.92,NA,6591.65,,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,1,2,1,1,1,2,2,2,215000.0,NA,7.125,NA,3,9547.75,NA,6595.00,795.00,,360,NA,NA,2,2,2,2,265000,1,2,3,5,1,NA,92,NA,9,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,3,3,6,,,,,10,,,,6714,88.64,65300,114,1056,1892,41
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,6,2,2,2,1,1,2,2,2,375000.0,NA,6.750,NA,2,19589.25,NA,9594.00,,75.00,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,140,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,6615,93.27,65300,80,531,1671,57
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,2,2,2,1,1,2,2,2,395000.0,NA,6.125,NA,2,20294.96,NA,9200.00,,190.24,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,125,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,6,,,,,2,2,1,2,2,2,45-54,45-54,No,No,3,3,6,,,,,10,,,,5046,91.22,65300,155,878,1201,46
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,3,2,1,1,1,2,2,2,535000.0,NA,6.875,NA,2,17288.57,NA,12196.00,,,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,182,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,6615,93.27,65300,80,531,1671,57
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011903,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,2,2,2,1,1,2,2,2,425000.0,NA,6.500,NA,2,21277.48,NA,10097.42,,,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,152,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,5400,97.35,65300,140,857,1398,0
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,2,2,2,1,1,2,2,2,395000.0,NA,7.750,NA,2,21392.57,NA,9300.00,,28.57,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,147,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010402,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,2,2,4,1,1,2,2,2,245000.0,NA,6.125,NA,2,12829.29,NA,6428.48,,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,86,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,4367,97.07,65300,63,583,883,38
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,2,2,2,1,1,2,2,2,455000.0,NA,6.500,NA,2,22785.97,NA,10686.54,,,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,98,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,3,3,6,,,,,10,,,,6714,88.64,65300,114,1056,1892,41
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010900,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,6,2,2,4,1,1,2,2,2,385000.0,NA,6.125,NA,2,17331.70,NA,9216.36,,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,108,NA,9,9,1,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,35-44,9999,No,NA,3,3,6,,,,,10,,,,6403,86.32,65300,93,959,1847,41
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025012004,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,2,2,2,1,1,2,2,2,465000.0,NA,6.125,NA,2,22804.48,NA,10882.92,,,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,320,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,3,3,6,,,,,10,,,,5935,98.79,65300,106,769,1426,26
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,6,3,2,1,31,1,2,2,2,265000.0,NA,5.875,NA,2,9409.75,NA,6835.00,,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,57,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,3,3,6,,,,,10,,,,6059,95.21,65300,69,377,1364,47
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,2,2,2,1,1,2,2,2,435000.0,NA,5.625,NA,2,17205.46,NA,6604.54,,189.06,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,230,NA,9,9,1,11,,,,1,,,,,2,1,5,,,,,5,,,,,2,1,2,1,2,1,25-34,55-64,No,Yes,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,2,2,2,1,1,2,2,2,475000.0,NA,5.750,NA,2,20252.25,NA,8808.46,,34.38,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,112,NA,9,9,1,11,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,6,2,2,3,1,1,2,2,2,405000.0,NA,5.625,NA,2,5143.41,NA,1781.66,,9.20,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,111,NA,9,9,2,,,,,1,11,,,,2,2,3,,,,,5,,,,,2,2,1,2,2,2,35-44,45-54,No,No,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011802,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,6,2,2,2,1,1,2,2,2,415000.0,NA,6.125,NA,2,21520.39,NA,9686.00,,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,132,NA,9,9,1,11,,,,1,11,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,35-44,25-34,No,No,3,3,6,,,,,10,,,,5245,88.48,65300,105,689,984,44
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025012302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,0,2,2,1,1,2,2,2,315000.0,NA,7.500,NA,2,17883.50,NA,8436.00,,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,74,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,<25,No,No,3,3,6,,,,,10,,,,6288,85.78,65300,79,2373,3472,22
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025012201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,355000.0,100.395,7.250,1.621,2,13459.06,NA,8561.00,,179.06,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,159,46,2,3,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,2,2,2,,,,,10,,,,4139,98.77,65300,113,493,1115,31
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011802,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,0,2,2,1,1,2,2,2,395000.0,NA,6.500,NA,2,20100.10,NA,9410.10,,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,177,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,5245,88.48,65300,105,689,984,44
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,6,3,2,1,1,1,2,2,2,315000.0,NA,7.375,NA,2,11132.48,NA,7591.13,,189.20,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,107,NA,9,9,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,35-44,35-44,No,No,3,3,6,,,,,10,,,,5046,91.22,65300,155,878,1201,46
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,3,2,1,1,1,2,2,2,305000.0,NA,6.875,NA,2,11701.00,NA,7666.00,,525.00,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,149,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,6,,,,,2,2,2,1,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,5508,95.15,65300,52,473,952,41
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,3,2,1,1,1,2,2,2,275000.0,NA,6.500,NA,2,10877.47,NA,6829.88,,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,160,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,6,2,2,2,1,1,2,2,2,445000.0,NA,6.125,NA,2,10650.57,NA,0.00,,229.15,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,200,NA,9,9,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,6,3,2,1,1,1,2,2,2,215000.0,NA,6.250,NA,2,9248.30,NA,5850.75,,65.10,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,98,NA,9,9,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,3,3,6,,,,,10,,,,6615,93.27,65300,80,531,1671,57
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,2,1,1,1,2,2,2,685000.0,NA,6.250,NA,2,21139.71,NA,13955.00,,47.76,360,NA,NA,2,2,2,2,885000,1,1,3,5,1,NA,161,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,35-44,No,No,3,3,6,,,,,10,,,,7985,79.7,65300,166,1364,1857,32
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,2,2,2,1,1,2,2,2,375000.0,NA,6.125,NA,2,19125.14,NA,9056.62,,900.00,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,135,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,6,2,2,2,1,1,2,2,2,495000.0,NA,6.000,NA,2,18748.99,NA,9227.29,,178.31,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,181,NA,9,9,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011202,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Joint,6,2,2,2,1,1,2,2,2,265000.0,NA,6.000,NA,2,15638.68,NA,7099.11,,900.00,360,NA,NA,2,2,2,2,275000,2,1,1,1,1,NA,72,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,45-54,35-44,No,No,3,3,6,,,,,10,,,,5508,95.15,65300,52,473,952,41
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,3,2,1,1,1,2,2,2,245000.0,NA,6.875,NA,2,10044.94,NA,6368.80,,142.50,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,147,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,45-54,25-34,No,No,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,6,2,2,2,1,1,2,2,2,375000.0,NA,6.125,NA,2,18442.32,NA,9012.22,,1000.00,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,114,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,3,3,6,,,,,10,,,,7985,79.7,65300,166,1364,1857,32
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,6,2,2,2,1,1,2,2,2,155000.0,NA,6.250,NA,2,9678.56,NA,3887.50,,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,81,NA,9,9,1,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,3,3,6,,,,,10,,,,4738,90.48,65300,77,779,1662,43
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025010700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,6,2,2,2,1,1,2,2,2,275000.0,NA,6.250,NA,2,16372.71,NA,6980.50,,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,96,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,3,3,6,,,,,10,,,,4713,96.48,65300,61,443,1088,33
2024,6BYL5QZYBDK8S7L73M02,20940,CA,06025,06025011002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,6,3,2,1,1,1,2,2,2,525000.0,NA,7.250,NA,2,9626.60,NA,8213.75,,7.90,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,193,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
